Id,title,description,channel,duration,views
6ou435U5U2g,Aux origines de l'Europe | La valse des continents | ARTE,"Une traversée des temps géologiques à la découverte de la ""valse tectonique"". L’Europe est née de trois gigantesques collisions entre l’Amérique, l’Asie et l’Afrique. Chacune a occasionné des cataclysmes d’une ampleur prodigieuse qui ont créé un monde aux formes chaotiques et aux couleurs vives.

Au fil du temps, des chaînes de montagnes plus hautes que l’Himalaya se sont élevées en Scandinavie et en Écosse, là où l’on trouve aujourd’hui les grandes plaines du centre… Après des millions d’années d’érosion, l’Europe est devenue un fond marin. Elle a été envahie par des formes de vie insolites et certaines de ces espèces ont modifié la forme même du continent. Ces métamorphoses dans le temps et l’espace s’inscrivent dans l’incessante valse des continents.

Série documentaire (France/Canada, 2012, 44mn)


Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT43M11S,57001
WTsEAffrWfE,"Le télescope James Webb, une nouvelle ère d'exploration | ARTE","Trente ans furent nécessaires à la conception du télescope James-Webb, l’instrument d’observation le plus puissant jamais lancé dans l'espace. Retour sur une aventure scientifique sans précédent, jalonnée d’obstacles à la mesure de sa folle ambition.

Le 25 décembre 2021, le télescope spatial James-Webb de la Nasa décollait à bord d'un lanceur Ariane-5 depuis Kourou, en Guyane française, et devenait l’instrument d’observation le plus puissant et complexe jamais envoyé dans l'espace. Déployé à une distance record de 1,5 million de kilomètres de la Terre, il peut à présent scruter le cosmos avec une précision inégalée. Les images spectaculaires qu’il nous transmet permettront peut-être de répondre aux grandes questions qui animent l'astronomie depuis des siècles, sur la naissance de l’Univers ou les traces de vie dans d’autres galaxies. Les premières vues communiquées par ce joyau de technologie, opérationnel depuis juillet 2022, donnent déjà un vertigineux aperçu de l'infini.

Trop lointain pour être réparé

Des scientifiques ont consacré leur carrière entière à la conception de cet engin de plus de 6 tonnes, équipé d’un bouclier thermique de la taille d'un court de tennis, d'un grand miroir composé de 18 segments hexagonaux et d'un miroir secondaire recouverts d'une mince couche d'or. Trente années durant, la mission James-Webb a rassemblé une équipe internationale d'astronomes et d'ingénieurs qui a dû faire face aux revers techniques, aux impasses budgétaires, à un ouragan dévastateur et même à la justice américaine accusant la Nasa de mauvaise gestion. Successeur du télescope Hubble, on l'a surnommé le ""télescope en origami"" : les ingénieurs ont dû imaginer un fascinant système de pliage pour le faire tenir dans le nez d'une fusée Ariane-5, et guider ensuite son déploiement à une distance quatre fois supérieure à celle de la Lune – trop loin pour qu'il puisse être jamais réparé par une main humaine… Ce film retrace son histoire haletante, une odyssée scientifique qui ne fait que commencer.

Documentaire de Terri Randall (États-Unis, 2022, 53mn)
Disponible jusqu'au 20/09/2027

#jameswebb #telescope #nasa
Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT52M44S,536152
_bZwAYo3HKI,"Michel Onfray : ""Vaccins, électricité, médicaments... nous ne sommes plus souverains !""","Réformes des retraites, souverainisme, guerre en Ukraine... Michel Onfray répond aux questions de Laurence Ferrari dans Punchline sur Europe 1.",Europe 1,PT23M8S,314378
QOyAF2ooKWs,Face-à-Face : Alain Bauer,"Apolline de Malherbe reçoit Alain Bauer, professeur de criminologie et chef du pôle Sécurité Défense Renseignement au CNAM, dans ""Face-à-Face"" sur BFMTV et RMC, ce jeudi 26 janvier 2023.

Apolline de Malherbe reçoit à 8h35 les candidats à la présidentielle pour une interview en direct et en simultané sur BFMTV et RMC. Chaque matin un face-à-face vérité, sans concession avec la candidate ou le candidat du jour.

BFMTV, 1ère chaine d’information en continu de France, vous propose toute l’info en temps réel avec 18h d’antenne live par jour et des directs partout à travers le monde où l'actualité le nécessite. BFMTV, c'est aussi les débats et les grands reportages d'actualité. Retrouvez BFMTV sur le canal 15 de la TNT et sur BFMTV.com.",BFMTV,PT21M6S,122813
WqHDxlUy9K4,"Russie, journal d'une année de guerre | ARTE","Une jeune réalisatrice russe opposée à la guerre en Ukraine filme clandestinement ses effets depuis sa petite ville natale, dans l'ouest du pays. Un contre-champ inédit. 
  

Quand Vladimir Poutine déclenche son ""opération spéciale"" en Ukraine, le 24 février 2022, la jeune réalisatrice Natacha Rostova se trouve à Saint-Pétersbourg, où elle vit. Désemparée et révoltée, elle décide à l'issue d'une maigre manifestation d'opposants, rapidement réprimée, de filmer clandestinement ce qui se passe dans son pays muselé, où il est interdit de prononcer le mot ""guerre"". Elle regagne pour ce faire sa morne petite ville natale, dans la région de Tver, où l'armée, faute d'opportunités, est le premier employeur. Une année durant, elle y filme clandestinement quelques-uns de ses concitoyens : deux frères engagés volontaires, Ivan et Boris, fils d'une farouche supporter de la guerre et de Poutine ; son amie d'enfance Valentina, mariée à un soldat, Alexeï, qui, lui, part au front la rage au cœur ; puis Arina, dont le frère Nikita a été tué en Ukraine ; le pope, enfin, qui dans le cimetière où de nouvelles tombes sont creusées chaque mois, affirme que ""tous ceux qui prient sont revenus"".

Contre-champ 

Visages floutés, voix déformées, les interlocuteurs de Natacha Rostova reflètent une ""opinion"" russe restée hors d'atteinte des médias étrangers depuis le début du conflit. Choqués par la réalité du front, même lorsqu'ils étaient favorables à l'invasion, Boris et Ivan, comme l'écrasante majorité de la population, demeurent sous l'emprise de la propagande. Alexeï, lui, a mis fin à son contrat avec l'armée, mais doit se résoudre à se séparer à nouveau de sa jeune épouse pour fuir la Russie quand la mobilisation partielle est décrétée, le 21 septembre. Captés à la sauvette par une jeune femme qui a dû quitter son pays à son tour, ces échos parcellaires d'une année de guerre renvoient au spectateur un contre-champ inédit.

Russie, journal d'une année de guerre
Documentaire de Natacha Rostova (France, 2023, 52mn)
Disponible jusqu'au 19/09/2023


Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT52M4S,148293
udJ5n4I16_4,"Les invités polémiques, Jean-Jacques Bourdin et Anne Nivat - Salut les Terriens","Dans Salut les Terriens, Thierry Ardisson reçoit Anne Nivat et Jean-Jacques Bourdin, un couple de journalistes au caractère bien trempé.

Salut Les Terriens sur les réseaux sociaux :

- Facebook : https://www.facebook.com/salutlesterriens
- Twitter : https://twitter.com/lesterriens
- Instagram : https://www.instagram.com/salutlesterriens",Les Terriens,PT8M27S,146100
0CTp1a-aCUM,"100 Kids Vs 100 Adults For $500,000","The new Nerf Pro Gelfire x MrBeast blaster is available for preorder HERE: https://bit.ly/MrBeastxNerf

Burst into battle with the Nerf Pro Gelfire Mythic blaster - Available NOW: https://go.hasb.ro/mrbeastnerf
 
Legal disclaimer:

Ages 14 and up. Use of eyewear is always required for players and people within range. Use only official NERF GelFire Rounds.

New Merch - https://shopmrbeast.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",MrBeast,PT15M23S,121308583
6q3X23nvBqw,Grand Angle : édition spéciale - Guerre en Ukraine,"Ukraine, un an de guerre.
Emission spéciale sur TV5MONDE  avec Alexander Makogonov, porte-parole de l'Ambassade de Russie en France, Frédéric Charillon, spécialiste des relations internationales, politologue français et Slimane Zeghidour notre éditorialiste.",TV5MONDE Info,PT19M36S,51719
pzPv6wXnbHc,"Caroline Galacteros - Ukraine - ""L'Europe doit accepter le monde multipolaire sinon elle va mourir""","Avec Caroline Galacteros, géopolitologue, docteur en sciences politiques, ancienne directrice de séminaire à l’École de guerre (Paris), elle dirige le think tank GEOPRAGMA - Pôle français de géopolitique réaliste (Paris). Elle est également l’auteur du blog Bouger les lignes.

Retrouvez Bercoff dans tous ses états avec André Bercoff du lundi au vendredi de 12h30 à 14h sur #SudRadio.
---
Abonnez-vous pour plus de contenus : http://ow.ly/7FZy50G1rry 

———————————————————————

▶️ Suivez le direct : https://www.dailymotion.com/video/x75yzts 
🎧 Retrouvez nos podcasts et articles : https://www.sudradio.fr/ 

———————————————————————

🔴 Nous suivre sur les réseaux sociaux 🔴

▪️ Facebook : https://www.facebook.com/profile.php?id=100063607629498
▪️ Instagram : https://www.instagram.com/sudradioofficiel/
▪️ Twitter : https://twitter.com/SudRadio 
▪️ TikTok : https://www.tiktok.com/@sudradio?lang=fr
———————————————————————

☀️ Et pour plus de vidéos de Bercoff dans tous ses états : https://www.youtube.com/playlist?list=PLaXVMKmPLMDQe5oKZlhHutOQlGCq7EVU4

##LE_FACE_A_FACE-2023-02-20##",Sud Radio,PT49M41S,376250
xkRsH49ZChc,Anne Tuffigo | « Il suffit parfois d’un signe » | Ed. Albin Michel,Anne Tuffigo | « Il suffit parfois d’un signe » | Ed. Albin Michel,Librairie Kléber,PT52M51S,59690
YcatQH49pWo,Boris Cyrulnik - Cerveau et psychothérapie,"""Les performances techniques des images du cerveau associées à la clinique neurologique et à la psychologie permettent aujourd’hui d’aborder le problème d’une manière non dualiste. Les avancées des neurosciences confirment les intuitions de Freud sur la réalité de l’inconscient. Et les théories analytiques permettent aux neurobiologistes de mieux saisir ce qu’ils observent. D’ailleurs, un nombre croissant de psys s’offrent une formation en neurologie, tandis que les neurologues ont un peu moins peur de s’allonger sur le divan."" Boris Cyrulnik

#Cyrulnik #Cerveau #Neuroscience

----------------------------------
Abonnez-vous à la chaîne pour retrouver toutes nos vidéos : https://www.youtube.com/UnivNantes/?sub_confirmation=1

Retrouvez les conférences de l'Université de Nantes sur France Culture :
https://www.franceculture.fr/conferences/universite-de-nantes

Suivez l'Université de Nantes sur les réseaux sociaux :
FACEBOOK : https://www.facebook.com/univnantes/
TWITTER : https://twitter.com/UnivNantes
INSTAGRAM : https://www.instagram.com/univnantes/",NantesUniv,PT1H9M35S,425305
lsegWo6sUqk,"Boris Cyrulnik, Neuropsychiatre - Trouver le sens de la vie","Est-ce que vous avez peur de la mort ?

Boris Cyrulnik, lui, n’en a plus peur.
Déjà parce qu’il l’a affrontée très jeune : à tout juste six ans, il est victime de la rafle du 10 janvier 1944 et enfermé dans une synagogue avec des milliers d’autres Juifs, destinés à être déportés.
Sauf que Boris comprend qu’il est en danger : il parvient à se cacher puis à s’échapper, devenant le seul survivant de sa famille.
C’est ce qui pousse Boris toute sa vie à se poser des questions : quel est le sens de la vie ? Pourquoi faire le Bien ou le Mal ? La folie explique-t-elle le comportement des dictateurs, ou bien des facteurs sociologiques et éducatifs peuvent-ils l’expliquer ?
Un épisode extrêmement enrichissant, que ce soit en termes historique, philosophique ou scientifique, avec un neurologue impressionnant : Boris Cyrulnik.
 
 
Pour découvrir les coulisses du podcast :
https://www.instagram.com/inpowerpodcast/
 
Pour retrouver le travail de Boris :
https://www.odilejacob.fr/rechercher/?mot=Boris+Cyrulnik
 
Et pour suivre l’aventure MyBetterSelf au quotidien :
https://www.instagram.com/mybetterself/

Si cet épisode t’as plu, celui-ci te plaira surement : https://app.ausha.co/app/show/23818/episodes/preview/739306",InPower Podcast,PT1H22M34S,182470
rd13inJYbQk,Boris Cyrulnik - La mémoire traumatique,"""Lors de ma première naissance, je n'étais pas là. Mon corps est venu au monde le 26 juillet 1937 à Bordeaux. On me l'a dit. Je suis bien obligé d'y croire puisque je n'en ai aucun souvenir. Ma seconde naissance, elle, est en pleine mémoire. Une nuit, j'ai été arrêté par des hommes armés qui entouraient mon lit. Ils venaient me chercher pour me mettre à mort. Mon histoire est née cette nuit-là"". Boris Cyrulnik.

#BorisCyrulnik #Mémoire #Traumatisme #Psychologie

---------------------------

Boris Cyrulnik est un neurologue, psychiatre, ethologue et psychanalyste français. Responsable d'un groupe de recherche en éthologie clinique à l'hôpital de Toulon-la-Seyne (1972-1991), il publie son premier ouvrage Mémoire de singe et parole d'homme en 1983. Directeur d'enseignement depuis 1996 à la Faculté des lettres et sciences humaines de Toulon et président du Centre national de création et de diffusion culturelles de Châteauvallon, Boris Cyrulnik est surtout connu pour avoir développé le concept de ""résilience"" (renaître de sa souffrance). Il a également participé en 2007 à la commission Attali sur les freins à la croissance, dirigée par Jacques Attali.
----------------------------

Abonnez-vous à la chaîne pour retrouver toutes nos vidéos : https://www.youtube.com/UnivNantes/?sub_confirmation=1

Retrouvez les conférences de l'Université de Nantes sur France Culture :
https://www.franceculture.fr/conferences/universite-de-nantes

Suivez l'Université de Nantes sur les réseaux sociaux :
FACEBOOK : https://www.facebook.com/univnantes/
TWITTER : https://twitter.com/UnivNantes
INSTAGRAM : https://www.instagram.com/univnantes/",NantesUniv,PT1H11M58S,2510040
nxaynDwqIvE,Documentaire annuel 2022 - Interview complète de Boris Cyrulnik au Cannet des Maures,"Il y a tout juste un an, en août 2021, nous recevions au Cannet des Maures le professeur émérite Boris Cyrulnik, initiateur du concept de résilience dans la psychanalyse moderne à l'échelle internationale. 

COVID, crise climatique et rapport du GIEC, vaccins, les sujets évoqués étaient nombreux et sont malheureusement toujours grandement d'actualité. L'échange est tout de même conclu par une note d'optimisme qui nous permet d'entrevoir une finalité heureuse, si tant est qu'une prise de conscience et des actions globales soient initiées. 

Nous avons eu plaisir à visionner à nouveau cette interview et nous vous invitons à en prendre connaissance. L'intervention de Boris Cyrulnik face aux 
enjeux actuels permet une réelle prise de recul et une réflexion riche de sens, élément indispensable dans le processus de résilience. Une heure d'entretien qui mérite d'être vue dans sa totalité. 

Bon visionnage !",Le Cannet des Maures - Officiel,PT58M21S,8670
_Ghqb0EsiGE,#346 Boris Cyrulnik : La force de penser par soi même,"Anne Ghesquière reçoit dans Métamorphose Boris Cyrulnik neuropsychiatre, psychanalyste et écrivain. Pourquoi certaines personnes se conforment-elles au discours ambiant, à la doxa ? Pourquoi d’autres, au contraire, parviennent-elles à s’en affranchir, gagnant ainsi une part de leur liberté intérieure ? Choisir entre endoctrinement servile et doute constructeur. Autant de questions auxquelles Boris Cyrulnik a cherché toute sa vie à donner un sens, lui qui a échappé à la Shoah. Comprendre davantage pour être de moins en moins soumis : c’est le cœur de son dernier livre « Le laboureur et les mangeurs de vent – Liberté intérieure et confortable servitude » paru chez Odile Jacob. Un épisode remarquable. Épisode #346

Avec Boris Cyrulnik j'aborderai les thèmes suivants (extrait des questions) :
    Pourquoi écrire ce livre maintenant sur la liberté intérieure ?
    Les laboureurs doutent et sont des explorateurs là où les mangeurs de vent gobent une chimère comme si c’était la vérité : expliquez-nous ?
    Comment nos blessures d'attachement agissent à travers nous et nous soumettent ? Et le terreau de la culture ?
    La pensée d'Hanna Arendt nous éclaire-t-elle sur ce sujet ?
    Pourquoi le sentiment d’appartenance, le partage d’une croyance est nécessaire, délicieux et dangereux dites-vous ! 
    Pourquoi est-ce soulageant de désigner un coupable à l’extérieur de soi ?
    Qu'est-ce que le ""délire logique ?""
    Dans quel état d’esprit êtes-vous, Boris Cyrulnik, quand vous regardez le monde d’aujourd’hui ?

Qui est mon invité de la semaine, Boris Cyrulnik ?
Boris Cyrulnik est psychanalyste, neuropsychiatre et écrivain. Né au sein d’une famille juive ashkénaze arrivée en France dans les années 1930, il échappe à la Shoah. Grand penseur de la résilience il est l'auteur de plus de 60 ouvrages, notamment sur la honte, sur la mémoire, et sur les religions. Il sort son dernier livre  Le laboureur et les mangeurs de vent – Liberté intérieure et confortable servitude » aux éditions Odile Jacob.

Quelques citations du podcast avec Boris Cyrulnik : 
""La paresse intellectuelle donne des certitudes.""
""Le cerveau est sculpté par la structure du milieu.""
""Quand on récite la parole de quelqu’un on n’a pas à faire l’effort de penser.""
""Le simple fait d’être humain et de parler nous rend apte au délire.""
""Le slogan arrête la pensée alors que la rencontre donne le plaisir du doute, donc de l’exploration.""

#BorisCyrulnik #résilience #liberté pensée

Rejoignez-nous sur notre nouveau site Internet et abonnez-vous à notre Newsletter 
https://www.metamorphosepodcast.com/

Soutenez notre podcast en rejoignant dès maintenant la Tribu Métamorphose : http://www.patreon.com/metamorphose 

Retrouvez Métamorphose, le podcast qui éveille la conscience sur : 
Apple Podcast https://itunes.apple.com/fr/podcast/m%C3%A9tamorphose-le-podcast-qui-%C3%A9veille-la-conscience/id1448632119?mt=2/ 
Google Podcasts https://www.google.com/podcasts?feed=aHR0cHM6Ly9mZWVkLnBpcHBhLmlvL3B1YmxpYy9zaG93cy81YzJlNzk4NzRlNThhMmMyNTg4OWJmZWU&fbclid=IwAR3S0Q5DYIhwfPDz0LW9WeJ-hHYaSh5wUNy9Yt6hNtkD0ztwsEqzjbqhkko 
Spotify 
https://open.spotify.com/show/4hHandfWA1QXgEEBod4egE?si=S0OqAiXKSuyjBObe7O0k3w 
Deezer 
https://www.deezer.com/fr/show/70581 SoundCloud https://soundcloud.com/user-629924503/sets CastBox https://castbox.fm/channel/M%C3%A9tamorphose%2C-le-podcast-qui-%C3%A9veille-la-conscience-id1913889?country=fr TuneIn http://tun.in/pjhbF 

Suivez l'actualité des épisodes Métamorphose Podcast sur Instagram, découvrez l'invité de la semaine et gagnez des surprises ;-)
 https://www.instagram.com/metamorphosepodcast/ 

Bonne écoute

Photo DR","Métamorphose, éveille ta conscience",PT1H13M37S,208116
sbLIU-Hr8BM,"Conférence : L'emprise, la comprendre pour s'en libérer","A l'occasion de la Journée Internationale contre les violences faites aux femmes, une conférence sur l'emprise était animée par la thérapeute, conférencière et écrivain, Anne-Laure Buffet.
Spécialisée en violences intra familiales et conjugales, Anne-Laure Buffet reçoit en consultation individuelle et/ou familiale à Boulogne Billancourt et propose un accompagnement adapté à la personne victime et combattante…

Formée aux thérapies comportementales dont la PNL, l’analyse transactionnelle, ainsi qu’à la psychologie humaniste, elle rend la parole aux victimes et leur permet une reconstruction adaptée à leurs valeurs et leur personnalité. Anne-Laure Buffet est aussi présidente de l’association Contre la Violence Psychologique et anime le blog cvpcontrelaviolencepsychologique.com",ISSY TV,PT2H10S,582258
AM4JSsNIJ3E,Boris Cyrulnik - La résilience dans les situations extrêmes,"Dès le stade foetal apparaît une mémoire sans souvenirs que précèdent les traces de ce dont nous sommes issus. Ces traces de vie nous submergent ou nous manquent, nous enchantent ou nous hantent, nous subliment ou nous sidèrent lorsqu'elles sont liées à l'innommable, nous repèrent ou nous perdent, souvent nous trompent, toujours s'estompent. Différentes formes d'expression, l'art comme le récit, les rappellent à leur façon. Celui-ci peut se faire à bouche fermé, être partagé, il forme notre alentour comme il nous forme ou nous déforme. Qu'en faisons-nous, ancrent-elles nos douleurs ou sont-elles factrices possibles de résilience ? A l'occasion de l'hommage rendu à Germaine Tillion au Panthéon, mercredi 27 mai 2015, Boris Cyrulnik revient sur la vie de la résistante française pour développer la théorie de la résilience dans les situations extrêmes.

#Resilience #BorisCyrulnik #Récit

--------------------------

Boris Cyrulnik est un neurologue, psychiatre, ethologue et psychanalyste français. Responsable d'un groupe de recherche en éthologie clinique à l'hôpital de Toulon-la-Seyne (1972-1991), Boris Cyrulnik est surtout connu pour avoir développé le concept de ""résilience"" (renaître de sa souffrance). Il publie son premier ouvrage Mémoire de singe et parole d’homme en 1983. Directeur d’enseignement depuis 1996 à la Faculté des lettres et sciences humaines de Toulon et président du Centre national de création et de diffusion culturelles de Châteauvallon, il a également participé en 2007 à la commission Attali sur les freins à la croissance.
-------------------------

Abonnez-vous à la chaîne pour retrouver toutes nos vidéos : https://www.youtube.com/UnivNantes/?sub_confirmation=1

Retrouvez les conférences de l'Université de Nantes sur France Culture :
https://www.franceculture.fr/conferences/universite-de-nantes

Suivez l'Université de Nantes sur les réseaux sociaux :
FACEBOOK : https://www.facebook.com/univnantes/
TWITTER : https://twitter.com/UnivNantes
INSTAGRAM : https://www.instagram.com/univnantes/",NantesUniv,PT1H4M,992033
eAmXtvNjUjQ,Boris Cyrulnik - Psychothérapie de Dieu,"Boris Cyrulnik vous présente son ouvrage ""Psychothérapie de Dieu"" aux éditions Odile Jacob.
Retrouvez le livre :
https://www.mollat.com/livres/2096935/boris-cyrulnik-psychotherapie-de-dieu
Notes de Musique : Mike_Durek_-_01_Seamus_Makes_a_Decision. Free Music Archive

Visitez le site : http://www.mollat.com/​ 
Suivez la librairie mollat sur les réseaux sociaux : 
Instagram : https://instagram.com/librairie_mollat/​
Facebook : https://www.facebook.com/Librairie.mo...​  
Twitter : https://twitter.com/LibrairieMollat​ 
Linkedin : https://www.linkedin.com/in/votre-lib...​
Soundcloud: https://soundcloud.com/librairie-mollat​ 
Pinterest : https://www.pinterest.com/librairiemo...​ 
Vimeo : https://vimeo.com/mollat​",librairie mollat,PT1H3M9S,424263
0j0dz9aHGRg,[Boris Cyrulnik] Le théâtre intime de la honte,"25 janvier 2011

Les Mardis de l'Espace des sciences avec Boris Cyrulnik, neuropsychiatre et écrivain, directeur d'enseignement à l'université de Toulon.

Un nouveau visage de la honte, inédit, émouvant et profond, nourri par les acquis les plus récents des neurosciences et de la psychologie. C'est ce qu'explore Boris Cyrulnik, passant de la biologie de la honte à sa psychologie, chez les primates, de la petite enfance à l'adolescence, en matière sexuelle ou familiale, et jusqu'à la honte des survivants de crimes de masse. Avec toujours cette interrogation : comment ne pas s'enfermer en elle comme dans un terrier ? Comment ne pas se murer dans les réactions émotionnelles multiples qu'elle engendre chez chacun de nous ? Et comment retrouver liberté et fierté sans tomber dans le piège de l'absence de honte, qui est aussi indifférence à l'autre et peut conduire au pire ?",Espace des sciences,PT1H50M19S,322133
Q9vd8yDgjlM,"Anne Nivat ""Lendemains de guerre"" - Archive INA","En présence des actrices Mélanie LAURENT et Dany VERISSIMO, du comédien Grégory BASSO, du chanteur ZEM et de Laurent BAFFIE, Thierry ARDISSON s'entretient avec Anne NIVAT, grand reporter, correspondante de Ouest France à Moscou, collaboratrice à l'International Herald Tribune, au New York Times, au Washington Post et auteur de ""Chienne de guerre"", à l'occasion de la parution de son nouveau livre ""Lendemains de guerre""... Images d'archive INA
Institut National de l'Audiovisuel
http://www.ina.fr Abonnez-vous http://www.youtube.com/subscription_center?add_user=inatalkshow #INA #TLMEP #Ardisson #ToutLeMondeEnParle",INA Arditube,PT11M3S,36086
7zoX3WQPITU,Edwy Plenel est un homme qui tremble : Gérard Darmond interpelle Edwy Plenel dans #OEED,"L'acteur Gérard Darmon interpellait hier soir le journaliste Edwy Plenel à l'occasion de la publication de son livre « La gauche de l’impossible ». 

— Abonnez-vous à la chaîne YouTube de #OEED — 

Retrouvez-nous sur : 
Notre site : https://www.france.tv/france-2/on-est-en-direct/ 
Facebook : https://www.facebook.com/OnEstEnDirect
Twitter : https://twitter.com/OnEstEnDirectF2
Instagram : https://www.instagram.com/onestendirect/",On est en direct,PT7M35S,483859
v-zwTQbO--s,"En Russie, ""Les Russes vivent absolument normalement, comme si de rien n'était"" - Anne Nivat",,LCI,PT21M55S,588255
MxU03JjQMQU,Anne Nivat et Jean-Jacques Bourdin - On n'est pas couché 11 mars 2017 #ONPC,"Anne Nivat et Jean-Jacques Bourdin - On n'est pas couché 11 mars 2017 #ONPC

On n'est pas couché
11 mars 2017
Laurent Ruquier avec Vanessa Burggraf & Yann Moix
France 2
#ONPC

Toutes les informations sur les invités et leur actualité 
http://www.france2.fr/emissions/on-n-...

Suivez @ONPCofficiel et réagissez en direct avec le hashtag #ONPC 
https://twitter.com/ONPCofficiel
Continuez le débat sur Facebook
https://www.facebook.com/onpcF2",On n'est pas couché,PT25M19S,315417
6ibEuPAkSxI,"BOURDIN DIRECT - Mis en examen pour viol, Tariq Ramadan s'exprime",Tariq Ramadan est l'invité de Jean-Jacques Bourdin.,BFMTV,PT28M59S,279953
8i3oc1DiAUw,Jean-Jacques Bourdin et Anne Nivat - C l'hebdo- 22/10/2016,"En compagnie de la team #Clhebdo, Anne-Élisabeth Lemoine donne la parole à ses invités pour décrypter et analyser l’actualité de la semaine.
Plus de coulisses, de photos, d'infos, d'échanges, de Live-Tweet, de videos, de #Clhebdo sur :
- Facebook : https://www.facebook.com/clhebdo - Twitter : @clhebdo5",C l'hebdo,PT17M44S,101444
bomx-zjqF6Q,"Trouver le sens de sa vie, faire un deuil...""Il suffit parfois d'un signe"" avec Anne Tuffigo, médium","Pour acheter le livre d'Anne Tuffigo ""Il suffit parfois d'un signe"" et me soutenir financièrement via ce lien sponsorisé (le livre vous coute le même prix qu'ailleurs mais je touche une commission) cliquez ici (pour vous rendre sur la page produit du livre) : https://amzn.to/3J2qpqA
Merci!!!

Synchronicités, rêves, petite voix... depuis la nuit des temps l'humain cherche à déceler les signes qui peuvent l'aider dans sa vie. Anne Tuffigo, aujourd'hui exerçant comme médium, a vécu des phénomènes extraordinaires dans son enfance qu'elle a longtemps refoulés. Après le décès de sa mère dans sa jeunesse, l'accumulation de signes tangibles la poussent à quitter son métier de professeur de Français pour mettre ses facultés au service des autres. Depuis une dizaine d'années, Anne reçoit dans son cabinet parisien des familles endeuillées en quête de réponse pour aider à faire leur deuil, des chefs d'entreprises se questionnant sur leurs choix, des célibataires cherchant l'amour... Ces multiples témoignages qu'elle recueille, ainsi que ses perceptions, lui ont donné une connaissance des signes de l'invisible qui peuvent apparaitre dans nos vies et nous guider. Telle l'histoire du scarabée doré chez Carl Jung, les synchronicités et autres signes extraordinaires jonchent nos vies, encore faut-il y être attentif...
Anne nous livre le fruit de sa réflexion et de son expérience afin d'être à l'écoute de ces précieux signes qui sont parfois des phares dans la nuit...

""Il suffit parfois d'un signe"". Editions Albin Michel, mai 2021

Anne sur internet:
http://www.anne-medium.com/

Musique : Ambient Eight par ©JesussHands",La psychologie pour tous,PT46M12S,143435
